"president_number","president","term_number","term_start","term_end","poll_start","poll_end","polling_institute","approval","disapproval","no_opinion","sample_size"
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-08-05,2009-08-07,"Gallup Organization",58,36,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-08-03,2009-08-06,"Marist",55,35,10,938
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-08-02,2009-08-04,"Gallup Organization",56,37,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-27,2009-08-03,"Quinnipiac University",50,42,9,2409
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-31,2009-08-03,"CNN",56,40,4,1136
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-30,2009-08-01,"Gallup Organization",55,39,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-27,2009-07-29,"Gallup Organization",52,41,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-24,2009-07-28,"CBS News / New York Times",58,30,12,1050
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-27,2009-07-28,"Time / Abt SRBI",56,38,6,1002
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-24,2009-07-27,"NBC News/Wall Street Journal",54,40,7,1011
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-22,2009-07-26,"NPR",53,42,6,850
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-22,2009-07-26,"Pew",54,34,12,1506
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-24,2009-07-26,"Gallup Organization",56,36,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-19,2009-07-23,"GWU / Battleground",53,42,5,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-21,2009-07-23,"Gallup Organization",56,39,5,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-22,2009-07-23,"WG / New Models",54,39,7,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-21,2009-07-22,"Fox / OpinDynamics",54,38,8,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-17,2009-07-20,"American Research Group",52,44,4,1100
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-18,2009-07-20,"Gallup Organization",59,34,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-17,2009-07-19,"Gallup / USA Today",55,41,4,1006
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-15,2009-07-18,"ABC News / Washington Post",59,37,4,1001
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-15,2009-07-17,"Gallup Organization",60,33,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-12,2009-07-14,"Gallup Organization",59,33,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-05,2009-07-12,"Allstate / NatJournal",56,36,9,1202
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-09,2009-07-12,"CBS News",57,32,11,944
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-10,2009-07-12,"Gallup Organization",58,36,4,1018
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-07,2009-07-11,"Gallup Organization",58,35,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-06,2009-07-08,"Gallup Organization",57,36,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-07-02,2009-07-05,"Gallup Organization",59,34,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-29,2009-07-01,"Gallup Organization",61,30,9,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-23,2009-06-29,"Quinnipiac University",57,33,10,3063
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-26,2009-06-28,"CNN",61,37,3,1026
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-26,2009-06-28,"Gallup Organization",59,34,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-19,2009-06-22,"Democracy Corps",56,36,8,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-20,2009-06-22,"Gallup Organization",60,33,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-18,2009-06-21,"American Research Group",57,41,2,1100
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-18,2009-06-21,"ABC News / Washington Post",65,32,4,1001
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-16,2009-06-19,"Gallup Organization",58,33,9,1504
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-16,2009-06-18,"Gallup Organization",58,33,9,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-14,2009-06-17,"Gallup Organization",58,36,5,1011
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-12,2009-06-16,"CBS News / New York Times",63,26,11,845
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-12,2009-06-15,"NBC News/Wall Street Journal",56,34,10,1008
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-13,2009-06-15,"Gallup Organization",60,32,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-10,2009-06-14,"Pew",61,30,9,1502
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-10,2009-06-12,"Gallup Organization",63,29,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-07,2009-06-09,"Gallup Organization",59,34,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-05,2009-06-07,"Gallup / USA Today",62,32,6,1544
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-04,2009-06-06,"Gallup Organization",62,32,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-01,2009-06-03,"Gallup Organization",63,30,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-01,2009-06-03,"Marist",56,32,12,1142
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-06-02,2009-06-03,"WG / New Models",58,36,6,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-26,2009-06-01,"Quinnipiac University",59,31,10,3097
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-28,2009-06-01,"Democracy Corps",58,34,8,1013
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-29,2009-05-31,"Gallup Organization",62,30,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-29,2009-05-31,"Gallup / USA Today",61,34,5,1015
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-26,2009-05-28,"Gallup Organization",64,29,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-22,2009-05-24,"Gallup Organization",64,27,9,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-19,2009-05-21,"Gallup Organization",64,30,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-17,2009-05-20,"American Research Group",61,32,7,1100
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-16,2009-05-18,"Gallup Organization",63,29,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-16,2009-05-18,"CNN / Essence Magazine",66,29,5,1073
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-14,2009-05-17,"CNN",62,35,3,1010
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-13,2009-05-15,"Gallup Organization",65,28,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-12,2009-05-13,"Fox / OpinDynamics",60,30,9,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-06,2009-05-12,"CBS News",63,26,11,1874
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-10,2009-05-12,"Gallup Organization",64,29,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-10,2009-05-12,"Democracy Corps",59,33,8,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-07,2009-05-09,"Gallup Organization",66,28,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-04,2009-05-06,"Gallup Organization",67,26,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-05-01,2009-05-03,"Gallup Organization",67,27,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-28,2009-04-30,"Gallup Organization",65,29,6,NA
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-21,2009-04-27,"Quinnipiac University",58,30,12,2041
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-25,2009-04-27,"Gallup Organization",63,31,6,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-22,2009-04-26,"CBS News / New York Times",68,23,9,973
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-23,2009-04-26,"NBC News/Wall Street Journal",61,30,9,1005
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-23,2009-04-26,"CNN",63,33,5,2019
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-21,2009-04-24,"ABC News / Washington Post",69,26,4,1072
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-22,2009-04-24,"Gallup Organization",66,27,7,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-22,2009-04-23,"Fox / OpinDynamics",62,29,8,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-31,2009-04-21,"Pew",63,26,11,3013
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-14,2009-04-21,"Pew",63,26,11,1507
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-19,2009-04-21,"Gallup Organization",64,28,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-17,2009-04-20,"American Research Group",57,38,5,1100
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-16,2009-04-18,"Gallup Organization",62,29,9,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-13,2009-04-15,"Gallup Organization",62,30,8,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-08,2009-04-14,"Allstate / NatJournal",61,28,11,1200
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-09,2009-04-11,"Gallup Organization",62,28,10,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-06,2009-04-09,"Gallup Organization",64,29,7,1022
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-06,2009-04-08,"Gallup Organization",59,29,12,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-06,2009-04-08,"Gallup Organization",59,29,12,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-31,2009-04-06,"Pew",61,26,13,1506
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-01,2009-04-05,"CBS News / New York Times",66,24,10,998
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-03,2009-04-05,"Gallup Organization",61,27,12,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-03,2009-04-05,"CNN",66,30,3,1023
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-01,2009-04-03,"Marist",56,30,14,1118
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-31,2009-04-02,"Gallup Organization",62,28,10,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-04-01,2009-04-02,"Newsweek",61,27,12,1003
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-31,2009-04-01,"Fox / OpinDynamics",58,32,9,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-24,2009-03-30,"Quinnipiac University",58,32,11,2326
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-28,2009-03-30,"Gallup Organization",59,30,11,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-25,2009-03-29,"Democracy Corps",58,34,9,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-26,2009-03-29,"ABC News / Washington Post",66,29,5,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-27,2009-03-29,"Gallup / USA Today",64,30,6,1007
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-25,2009-03-27,"Gallup Organization",62,29,9,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-24,2009-03-25,"WG / New Models",62,31,8,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-22,2009-03-24,"Gallup Organization",63,27,10,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-20,2009-03-22,"CBS News",64,20,16,949
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-19,2009-03-21,"Gallup Organization",65,26,9,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-12,2009-03-16,"CBS News",62,24,14,1142
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-16,2009-03-16,"Gallup Organization",62,27,11,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-12,2009-03-15,"CNN",64,34,2,1019
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-13,2009-03-15,"Gallup Organization",61,28,11,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-13,2009-03-15,"Gallup Organization",61,28,11,1547
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-09,2009-03-12,"Pew",59,26,15,1308
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-10,2009-03-12,"Gallup Organization",62,27,11,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-07,2009-03-09,"Gallup Organization",62,26,12,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-07,2009-03-09,"Gallup Organization",62,26,12,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-05,2009-03-08,"Gallup Organization",65,28,7,1012
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-04,2009-03-06,"Gallup Organization",62,26,12,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-04,2009-03-05,"Newsweek",58,26,16,1203
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-03,2009-03-04,"Fox / OpinDynamics",63,26,11,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-03-01,2009-03-03,"Gallup Organization",61,28,11,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-25,2009-03-02,"Quinnipiac University",59,25,16,2573
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-26,2009-03-01,"NBC News/Wall Street Journal",60,26,14,1007
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-26,2009-02-28,"Gallup Organization",64,23,13,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-24,2009-02-26,"Gallup Organization",63,24,13,1551
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-23,2009-02-25,"Gallup Organization",65,21,14,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-21,2009-02-23,"Gallup Organization",59,25,16,1533
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-18,2009-02-22,"CBS News / New York Times",63,22,15,1112
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-19,2009-02-22,"ABC News / Washington Post",68,25,7,1001
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-20,2009-02-22,"Gallup Organization",62,25,13,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-20,2009-02-22,"Gallup / USA Today",62,29,9,1013
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-19,2009-02-21,"Gallup Organization",63,24,13,1614
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-17,2009-02-19,"Gallup Organization",63,24,13,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-18,2009-02-19,"CNN",67,29,4,1046
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-15,2009-02-18,"American Research Group",60,33,7,1100
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-17,2009-02-18,"Fox / OpinDynamics",60,26,14,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-12,2009-02-17,"Associated Press GfK Poll",72,24,5,1001
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-14,2009-02-16,"Gallup Organization",62,25,13,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-09,2009-02-12,"Gallup Organization",63,26,10,1022
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-10,2009-02-12,"Gallup Organization",66,21,13,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-07,2009-02-09,"Gallup Organization",63,23,14,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-04,2009-02-08,"Pew",64,17,19,1303
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-07,2009-02-08,"CNN",76,23,1,806
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-04,2009-02-06,"Gallup Organization",65,20,15,NA
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-02,2009-02-04,"CBS News",62,15,23,864
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-02-01,2009-02-03,"Gallup Organization",65,20,15,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-30,2009-02-01,"Gallup / USA Today",64,26,11,1027
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-29,2009-01-31,"Gallup Organization",67,18,15,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-26,2009-01-29,"Democracy Corps",55,20,24,1000
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-26,2009-01-28,"Gallup Organization",64,17,19,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-27,2009-01-28,"Fox / OpinDynamics",65,16,19,900
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-23,2009-01-25,"Gallup Organization",67,14,19,1500
44,"Barack Obama",1,2009-01-20,2013-01-20,2009-01-21,2009-01-23,"Gallup Organization",68,21,12,1591
43,"George W. Bush",2,2005-01-20,2009-01-20,2009-01-15,2009-01-18,"American Research Group",38,54,8,1100
43,"George W. Bush",2,2005-01-20,2009-01-20,2009-01-12,2009-01-15,"CNN / ORC",31,68,1,1245
43,"George W. Bush",2,2005-01-20,2009-01-20,2009-01-13,2009-01-14,"Fox",34,58,8,900
43,"George W. Bush",2,2005-01-20,2009-01-20,2009-01-09,2009-01-12,"NBC News/Wall Street Journal",27,67,6,1007
43,"George W. Bush",2,2005-01-20,2009-01-20,2009-01-07,2009-01-11,"Pew",24,66,10,1503
43,"George W. Bush",2,2005-01-20,2009-01-20,2009-01-09,2009-01-11,"Gallup Organization",34,61,5,1031
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-19,2008-12-21,"CNN",27,72,NA,1013
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-11,2008-12-14,"ABC News / Washington Post",30,67,3,1003
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-12,2008-12-14,"Gallup / USA Today",29,67,4,1008
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-09,2008-12-10,"Fox / OpinDynamics",30,65,5,900
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-04,2008-12-08,"CBS News",24,68,8,1390
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-05,2008-12-08,"NBC News/Wall Street Journal",27,67,6,1009
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-03,2008-12-07,"Pew",24,68,8,1489
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-04,2008-12-07,"Gallup Organization",32,61,7,1009
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-12-01,2008-12-02,"CNN",28,72,1,1096
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-16,2008-11-19,"American Research Group",26,67,7,1100
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-13,2008-11-16,"Gallup Organization",29,66,4,1009
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-06,2008-11-09,"CNN",24,76,1,1246
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-07,2008-11-09,"Gallup / USA Today",28,68,5,1010
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-04,2008-11-05,"Democracy Corps",31,65,4,2000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-04,2008-11-04,"WG / New Models",29,65,6,1000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-30,2008-11-02,"Democracy Corps",30,64,5,1000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-30,2008-11-02,"CNN",28,71,2,1017
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-31,2008-11-02,"Gallup / USA Today",25,70,5,3050
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-01,2008-11-02,"NBC News/Wall Street Journal",26,67,7,1011
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-11-01,2008-11-02,"Fox / OpinDynamics",26,67,7,1100
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-29,2008-11-01,"CBS News",19,77,5,1167
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-30,2008-11-01,"CBS News",20,72,8,908
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-29,2008-10-31,"CBS News",22,70,8,1390
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-28,2008-10-30,"CBS News",19,72,9,833
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-25,2008-10-29,"CBS News / New York Times",22,70,8,1439
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-28,2008-10-29,"Fox / OpinDynamics",29,67,4,1100
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-23,2008-10-26,"Pew",22,70,8,1500
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-23,2008-10-26,"Gallup Organization",31,66,3,1010
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-22,2008-10-23,"WG / New Models",27,68,5,1000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-22,2008-10-23,"Newsweek",23,67,10,1092
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-19,2008-10-22,"CBS News / New York Times",22,72,6,1152
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-20,2008-10-21,"Fox / OpinDynamics",29,66,5,1110
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-17,2008-10-20,"NBC News/Wall Street Journal",27,66,7,1159
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-16,2008-10-19,"Harris",24,75,1,1027
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-17,2008-10-19,"CNN",27,72,1,1058
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-10,2008-10-13,"LATimes / Bloomberg",23,72,5,1543
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-10,2008-10-13,"CBS News / New York Times",24,66,10,1070
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-09,2008-10-12,"Pew",25,67,8,1485
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-10,2008-10-12,"Gallup / USA Today",25,71,4,1269
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-08,2008-10-11,"ABC News / Washington Post",24,73,4,1101
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-08,2008-10-09,"Fox / OpinDynamics",25,69,5,900
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-08,2008-10-09,"Newsweek",25,67,8,1035
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-03,2008-10-06,"Time / Abt SRBI",28,68,4,1053
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-29,2008-10-05,"CBS News",19,77,5,1167
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-03,2008-10-05,"Gallup Organization",25,70,6,1011
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-03,2008-10-05,"CNN",24,74,1,1006
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-03,2008-10-05,"CBS News",22,70,8,957
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-10-04,2008-10-05,"NBC News/Wall Street Journal",29,66,5,658
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-27,2008-09-30,"CBS News",22,70,8,1257
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-26,2008-09-29,"Time / Abt SRBI",23,73,5,1509
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-27,2008-09-29,"ABC News / Washington Post",27,70,3,1271
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-26,2008-09-27,"Gallup / USA Today",27,69,4,1011
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-21,2008-09-23,"CBS News / New York Times",27,64,9,710
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-22,2008-09-23,"Fox / OpinDynamics",26,66,8,900
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-19,2008-09-22,"NBC News/Wall Street Journal",30,65,5,1157
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-19,2008-09-22,"LATimes",26,68,6,1428
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-17,2008-09-21,"Harris",24,75,1,1015
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-19,2008-09-21,"CNN",31,68,1,1020
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-16,2008-09-19,"American Research Group",19,76,5,1100
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-11,2008-09-16,"Quinnipiac University",31,65,5,987
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-12,2008-09-16,"CBS News / New York Times",27,68,5,1133
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-08,2008-09-11,"Gallup Organization",31,65,2,1007
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-08,2008-09-10,"Democracy Corps",31,60,3,1000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-08,2008-09-09,"Fox / OpinDynamics",32,64,4,900
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-06,2008-09-08,"NBC News/Wall Street Journal",34,61,5,860
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-05,2008-09-07,"CNN",28,70,2,1022
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-05,2008-09-07,"Gallup / USA Today",33,64,5,1022
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-05,2008-09-07,"CBS News",29,64,7,738
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-09-01,2008-09-03,"Democracy Corps",33,62,5,1000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-29,2008-08-31,"CNN",33,66,1,1031
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-23,2008-08-24,"CNN",30,68,1,1023
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-21,2008-08-23,"Gallup / USA Today",29,66,5,876
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-19,2008-08-22,"ABC News / Washington Post",30,66,4,1108
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-19,2008-08-20,"Fox / OpinDynamics",28,67,5,900
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-16,2008-08-19,"American Research Group",30,64,6,1100
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-15,2008-08-18,"LATimes",25,71,4,1375
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-15,2008-08-18,"NBC News/Wall Street Journal",31,64,5,1005
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-10,2008-08-14,"GWU / Battleground",35,63,3,1000
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-07-31,2008-08-10,"Pew",28,66,6,2905
43,"George W. Bush",2,2005-01-20,2009-01-20,2008-08-06,2008-08-10,"Harris",25,74,1,1015
